Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10,Why did you choose your troop deployment?
1,19,1,19,1,19,1,19,1,19,"If you win the even numbered castles, you win."
2,4,5,7,9,11,13,15,16,18,Gave castles weighted amount based on their value
1,1,1,15,1,18,1,26,2,34,"Trying to secure 28 points via castles 10, 8, 6, and 4. If other responses rely heavily on similar castles...hopefully a few stragglers in each castle provide a fighting chance. This loses to strategies that sell out for castles 6 or 8 pretty dramatically but I think those will be few and far between."
0,0,4,13,16,8,14,14,17,14,Took the average of the previous two winners and made a team that could beat that.
0,0,0,0,20,50,30,0,0,0,"6 seems like a good number. And I didn't want to send any lone soldiers off to die. I expect to win Castle 6 around 1/3 of the time, so hey, that's like 2 points. I'm feeling positive about it."
0,2,8,2,2,14,2,2,34,34,"Never send just 1 so that you win vs any solo scouts, focus on 9 and 10 to try and insure 19 out of 28 required points, aim for over average on 3 and 6 to try and secure the 8 additional points needed for a win while hoping that victories over singles allow for any shortfall, sacrifice the 1 pt castle as winning it fails to make up for a split anywhere else that will determine the game."
2,3,3,15,18,23,24,1,1,10,
0,0,0,1,18,21,0,22,36,2,
1,2,3,10,25,4,5,5,10,35,
0,0,1,2,3,6,8,15,25,40,More troops at higher point total castles. Abandon the smallest castles as they aren't worth winning.
2,2,26,13,30,1,3,10,5,8,I rearranged a previous winner's deployment and prayed.
1,2,4,8,11,15,26,27,3,3,Looks a bit better based on the data from the last two.
0,1,3,6,15,18,0,0,27,30,Focused on towers where 2nd game average was 2 soldiers or less per point
0,0,10,0,0,16,0,0,35,39,"I started with the averages and the winners from the last 2 rounds. Then I tried to craft a few strategies: a few random ones, some crafted to specifically beat the winners, some crafted to take advantage of historically undervalued spaces between winners and averages, - with some variations on how little/much to put on some of the lighter weighted castles. Then I sat down and went for a hyper aggressive strategy that had a single path to 28 points and would defeat all of the above hahaha. And so we end up here, with a warlord who styles him/herself also as an edgelord, and possibly did not do enough to account for beating strategies that were previously losing. "
5,0,0,0,0,0,0,30,30,35,"I only need 28 points to win, so I'm only investing my soldiers in 4 attacks to get me the 28 - the three highest totals plus one point."
0,0,0,15,17,2,3,4,21,38,"predictive to the human adjustment from round #2, I assumed flipped value on #9 and #10, otherwise assumed the meta deployment would be similar to before "
2,5,6,8,1,12,14,16,17,19,"There are 55 points on offer. With 100 troops, that means deploying my troops evenly per the points on offer requires sending ~1.8 troops for each point in the castle. Most people probably figured this out, so I looked where they would round up/down to get to whole soldiers, and I sent 1 more soldier than that to each castle. This strategy required 10 extra, so I gave up on castle 5, which was taking 10 soldiers. Then, I moved 1 soldier from castle 1 (which had 3) to castle 5, so that if they did some weird strategy with no troops to 5 I'd win it, and only was increasing my risk at a 1 point castle."
3,0,0,0,0,0,0,32,33,32,"I need 28 points to win, so I'm fighting hard for those 28 points."
0,0,0,0,11,11,11,21,21,25,Guarantee 10 and then assume no one else would expend more than 20 on any particular castle. Guarantee 9 and 8 on this rule and then spread the rest out descending.
0,0,12,0,0,22,0,0,34,32,"4-castle all-in no scouts.  Relative value. My min allocation has to be > 10 to beat naive even split.  My overpayment vs avg cost... I must win castle 9. The other castles I will overpay relative to my overpayment on castle 9.   Castle 3 +7, castle 6 +11, castle 9 +18, castle 10 +14. You really have to beat my contested castles.  Weakness is castle 3, but I’m at +7 and castle 6, +11. Beats all past winners."
10,10,10,10,20,20,5,5,5,5,"My strategy is people don't expect you to send troops to the small stuff, so they don't send troops there. The most troops are sent to the big ones, so your best chance of getting points is in the middle."
2,4,9,17,22,16,5,7,5,13,"I took the top 5 winners from the last 2 times, along with the averages for each castle from the last 2 times, then maximized the number of points scored if my distribution faced each of these 12 opponents. "
1,3,6,8,10,12,14,16,15,15,I split the difference between the average soldiers per castle from the previous iteration vs. roughly proportional #s of soldiers per castle value.
2,2,4,8,16,32,16,14,2,2,
5,5,5,6,12,12,16,9,12,18,Hoping other warlords don't put very many in the early castles
2,1,0,0,0,0,0,28,33,36,
1,1,2,15,19,0,11,14,17,20,"I tried to plan a balanced attack of the high-value castles (7-10) and the low-value castles (4-5) with increasing troops in each category. Since castle 6 was ignored in both previous editions I figured most players would attack this castle, so I left it exposed to avoid losing troops there."
0,0,0,5,10,10,15,20,22,18,Maximize points from ties
1,3,5,7,9,10,13,15,17,20,Roughly their percentage value of 55 total available points.
0,3,4,5,1,8,15,18,22,24,Looks good to me!
1,1,11,12,1,20,24,28,1,1,I choose to send at least 1 soldier to each castle in case I could take the castle unopposed.  After that I decided to concentrate my soldiers towards 5 castles that could give me enough points to win (28/55).  I then distributed my troops according to the worth of each castle.  Finally I then added one extra troop to a castle in case I came up against someone using my initial strategy but without going for the undefended castles to ensure that I would still win.
0,0,0,16,20,20,21,21,1,1,
1,2,2,3,4,6,9,14,23,36,"I used the Fibonnaci sequence to provide a ratio of importance to each castle, starting with 0,1,1,2,3 etc. But I had 12 soldiers left over so i just added one to each castle except castles 9 and 10 where i added two soldiers."
0,0,0,0,11,4,0,15,35,35,Compared the strategy against a uniform deployment (10 / castle) and against the winner from second round.  Tried to get at least 28 points against both strategies.
0,0,0,7,8,0,0,35,35,15,
3,3,4,18,18,3,6,11,17,17,I looked at the top deployments from the previous rounds and looked at how they fared against each other. I then chose the best one and manipulated it until it beat all the others.
0,0,0,0,0,25,0,34,41,0,The minimum number of castles needed is 3 which have to add up to 23.  6 is app. 25% of 23 so 25 soldiers 8 is app. 33% of 23 so 34 soldiers and the rest go to 9.
0,3,8,9,13,5,28,30,2,2,
4,4,4,7,5,25,25,25,0,0,"I assume most opponents would direct the greatest resources to the biggest castles, possibly also directing more substantial ones towards those in the middle of the bracket (5 and 6). While I will lose 9 and 10, opponent investments there should enable me to hold 6 ,7 and 8, which would give me a 2-point advantage at the top range. By dedicating some resources lower I think I'm more likely to gain and hold 1-4 even if I lose 5. (I think 7 soldiers are more likely to win 4 than 5, and if I take some of the lower castles I don't care anyway.) "
5,6,7,8,10,12,13,12,13,14,"Summation x+4, then just added random numbers to make it add to 100"
2,2,4,10,2,16,25,3,33,3,"I decided to leave Castle #10 essentially undefended, and instead focused on some of the less-worthy castles, especially #9 and #7, to get a ""winning coalition"" of six castles with around 30 points."
0,0,0,13,0,12,0,0,37,38,23 points are needed to ensure a win - Overwhelming top two castles can get to 19 and then I just need to pick up one more of the other castles to win. Splitting between two helps cover bases if I lose one of the 9/10 and also increases odds i get the one castle to push me over 23 if I win the top two.
2,2,8,2,2,16,2,2,31,33,tried to invest in 4 castles that I felt relatively sure of winning and conceded the rest. High risk appetite!
0,0,0,0,3,16,16,27,27,11,Sacrifice the low scoring to just barely overload the mid-to-high tier castles
0,1,1,1,12,15,18,20,17,15,"3-4 points higher than previous average on higher point castles, at least 1 point per castle."
5,5,5,5,5,15,18,21,20,16,"slightly above the mean of previous rounds, with a little room to spare. It's better to supply low castles with a single high value than try to get all the high castles."
1,2,2,2,3,4,5,25,30,26,"Several troops on each in case someone puts down 0, and tried to have more than 1 since I suspect others will put 1 at each (at least). Thought 10 is a place where people would have very low or high, so I went medium to beat the lows but not waste too much. Trying to really capture 8, 9, and the misses to add up to 23 (winning number)"
1,1,9,9,18,19,20,21,1,1,Have 1 at each castle to win against anyone who doesn’t send at least one troop there. Then I put the rest at the mid tier castles because I just need to win a majority (28). Castles 4-8 are worth 30.
2,2,2,2,6,21,21,21,21,2,"The first 4 are so low value I'm giving them away, and the last one will be so hotly contested it's not worth fighting for. I put two there in case people put 1 - it's basically to take freebies while not costing anything substantial. I wanted to push all my chips in for the upper mid range ones. I went 21 for those as I think people might cap themselves at round numbers (20) for them, so it'd give me a slight edge."
1,1,16,2,2,21,2,2,26,27,"It's based on previous player's strategies. Focus on getting just enough points to win, while trying to pick up a few extra points on unguarded castles."
3,3,3,1,1,15,3,22,27,22,This combination had a good performance in tests against the data from past competitions
1,3,4,7,13,20,24,28,0,0,"I figured most people would choose increasing sequences, which means a lower numbers on 1-8 and more on 9 and 10. So if I put all my solders on 1-8 and beat them, maybe I'd have a better chance! :)"
2,2,10,2,30,36,3,3,6,6,"Trying to beat more people so i assumed that people either put a lot of soldiers in the higher castles or none  at all(1-5 soldiers ""just in case"")"
2,4,7,9,12,2,27,31,3,3,Built to beat Cyrus
1,1,1,1,5,15,20,25,30,1,"I'm assuming that most people will try to take Castle 10 - so I'm giving that castle up (with a single soldier in the event that I battle someone with a similar strategy who puts 0 in there).  From there, I gave preference to the remaining castles based on higher point values.  "
0,0,9,22,22,6,27,2,6,6,"I chose to give up 1 and 2 completely, focus on 4,5, 7 while putting enough points into the rest to hopefully stall non advances."
2,4,5,7,9,11,13,15,16,18,"There are 55 victory points up for grabs, so I found the value of each castle (castle #10 was worth 18.1% of the points; #9 was 16.3%, etc.). From there, I placed troops with those percentages as the base (18% at castle #10, 16% at castle #9). However, I would choose to round up the number of troops if the decimal would have rounded to 1 decimal point (ex: castle #6 is worth 10.9%, so I placed 11 troops). So basically just expected value. "
0,1,2,8,10,18,27,27,4,3,"11% 1st 4, 55% middle 3, 1/3 top 3"
5,5,5,10,10,5,11,30,11,8,"I felt like Castle 8 had the best view, so I really wanted to take that one."
1,1,1,1,17,19,19,19,21,1,"Prioritizing middle enough to win, safeguard others with 1 point"
7,1,1,1,0,0,0,27,28,35,"There are 55 available points among the castles, which means I need 28 to win. My strategy is to sell out for the top 3 castles, which gives me 27 if I win them all, then hope to take the smallest castle to push me over the edge. In addition I have a single scout sent to the next three smallest castles to try and steal one of those as well. Castles 5, 6, and 7 I will concede in favor of castles 8, 9, and 10."
0,9,0,0,0,0,0,32,32,27,
0,0,10,15,15,15,15,15,15,0,rather take the sum of the middle numbers over the first and last
1,2,3,3,5,5,14,12,30,25,Winging it.
1,1,10,12,13,14,15,16,17,1,Win the middle!
10,10,10,10,12,16,23,3,3,3,"It just felt right, people seemed to overvalue blowout victorys in high point castles"
0,10,0,0,15,25,25,25,0,0,"Only deploy to certain castles to win, hope to get lucky."
0,1,3,1,16,22,0,1,32,24,I am defending the most important places unlike Game of Thrones
0,0,0,0,16,19,5,26,29,5,
1,1,2,4,6,9,13,17,21,26,I made it porportional to the point value squared
1,1,2,3,12,17,3,12,22,27,ez money
1,1,4,4,10,20,20,20,20,0,Avoid wasting resources on a high contention battle (Castle 10).  Spread out on high value targets with less contention (Castle 9 through 6).
1,1,2,2,2,22,26,33,5,5,"Placing enough soldiers in the top two castles to beat a minimal scouting group, focus on 6-8 in as they get me most of the points I'll need to win, and then minimal scouts below there just in case any are left empty by my opponent."
0,0,0,15,15,15,25,30,0,0,Play for the middle and push for the top but don’t over commit
0,2,0,0,16,6,19,25,0,32,"Way I figure it, the goal's to get 28 points.  Minimum number of castles you can get that with is four.  Best way to go about it is to abandon a couple of them completely so you can withdraw troops to ones that help the overall plan, while still targeting another lightly in the event that you lose an opening.  Ergo, this."
0,0,0,0,16,19,0,30,35,0,"I'm going all-in for getting the bare minimum points of 28 or more.  The fewest castles I need is 4.  10-9-8-7 is an option but lots of people will go after castle 10, so I'm going after 5-6-8-9.  Same number of castles, but I'm playing off the beaten path.  Also, 5-6-8-9 are all castles that are in fewer winning combinations, so they're more likely to be won by me.

The actual troop placements are based on the relative difficults I computed for winning those particular castles."
2,2,2,22,2,22,22,22,2,2,"go for 28 points exactly, figure everyone is sending at least 1 soldier to each castle, so i sent 2"
3,1,1,1,1,1,1,26,30,35,"The goal is 28pts, split them between the fewest number of castles weighted by worth of each castle. with a chance to win empty castles"
1,7,1,1,18,16,15,29,5,7,Used the first two deployments to try and create an optimal strategy that does well against both. Potato
9,9,9,10,11,12,12,15,5,8,"1 and 2 are not that important, but controlling the “middle of the pack” (4, 5,6,7,8) will give me an advantage over anybody else, no matter what they win. 9 and 10 are unimportant luxuries that will help, but are not necessary. 4 will help build up points, but as long as I have the “middle of the pack”, I will win."
1,1,2,1,1,11,11,11,26,35,
1,1,9,13,17,21,26,1,8,3,"I wanted to get the mid to upper values people wouldn't defend, while also tricking people who left 9 wide open."
1,1,1,1,16,16,16,16,16,16,"I win by having 6 castles.  meaning I should focus everything on 6 castles and spend no resources on the other 4. 100/6= 16.6 meaning I can have 16 in each castle with 4 remaining. I decided to put those 4 in the empty castles to attempt to win any uncontested castles. 

"
4,7,10,14,18,22,25,0,0,0,Get 28pts by focusing on the less valuable castles
0,1,1,15,18,2,2,3,31,27,"You need 28/55 points to win. Went big for the big castles since winning those two gets you within 9 points of victory. Then went for castles 4 and 5 since that gets me right to 28. No need to try and blow anyone out. Left token forces at castles 2, 3, 6, 7, and 8 to capture them against opponents who did not attempt for them, while not wasting too many soldiers on the assumed large group who will try to rack up the middle-high values of 6-8. I know this is a strategy used before and there is also merit in avoiding the large castles, but I'm going with the all-in strategy on this one!"
1,2,3,0,22,6,27,31,4,4,"Looked to see where the past winners had shifted their troops from game 1 to game 2. Identified 5, 7, & 8 as places to pick up points while also noticing that Castle 6 is under attacked by 7/10 past winners. My hope is that those who only send a very token force to 9 & 10 (2 or 3 seem the most common) will lose to my 4 troops, while not costing me very much on the 3 main ones I focused on."
1,1,2,4,4,8,8,8,32,32,Powers of 2 are fun?
1,6,11,11,12,13,14,15,16,1,Assume opponent will load up on the most valuable castle so I will concede it and attempt to dominate the middle values.
1,1,3,3,3,14,18,17,20,20,Top heavy is my favorite.
0,1,2,2,2,4,23,23,22,21,
1,1,2,5,20,20,20,20,30,0,"Monte Carlo simulation, I think, with troops being weighted toward the higher-point castles with an inexact strategy picking a random number between 0-100 for the 10th castle and randbetween 0-remaining troops in the 9th and so on until the 1 point castle. simulated this 3000 times, then maximized my point gap between the average results with some buffer troops thrown in.  "
4,5,6,7,20,25,30,1,1,1,Capture the low value castles
7,0,0,0,0,0,0,35,32,26,"The bare minimum to win 28 victory points, assuming I win all of my chosen battles.  This allows me to maximize my troop deployment  to a minimum number of castles.  "
10,0,0,0,0,0,0,30,30,30,People are going to overthink it. 1/8/9/10 is enough to win.
0,6,7,8,10,17,20,3,25,4,"I'm guessing 8, 10, and 1 will be the least cost effective castles, based on the previous wars, so I focused my troop deployment on the others."
0,0,0,0,18,22,26,0,0,34,Stakeout the middle and get the top one. Didn’t waste on other castles.
1,1,2,2,17,17,17,4,1,38,Maximize towers to get to 28 points
0,0,0,20,0,0,0,0,40,40,23 points to win.  Overload the highest rated castles and sacrifice everything else
0,4,6,8,11,14,22,23,12,0,I'll never tell.
3,5,6,8,0,12,14,15,17,20,"Scale investment to reward, but then abandon castle 5 and use the extra soldiers to try to beat other warlords scaling investment to reward"
0,4,6,9,12,15,18,0,18,18,"Previously I had anticipated 10 to be the central battleground and abandoned it, the past two rounds the central battleground has ended up being 8 instead. I've abandoned contesting 8, focusing on the surrounding high number figures, and tapering off from there. 1 is also abandoned as low reward. "
0,0,0,0,0,15,17,0,33,35,
0,0,0,0,15,20,2,2,27,34,"Focusing resources where they could be useful, deliberately avoiding a couple of high-value targets to win the war"
5,0,0,0,0,0,0,32,31,32,The goal is to get 28 points. Concentrated troops at the least amount of castles to achieve that.
1,3,5,10,16,26,20,11,4,4,Why wouldn't you choose this troop deployment?
0,2,3,3,16,20,22,26,4,4,
1,2,3,7,9,17,18,18,19,5,"aim to get 6-9, and maybe grab ten if it is lowly guarded, and then just a little at the bottom ones"
0,0,25,0,25,0,25,25,0,0,"Sacrifices must be made!  Castles 1, 2, 4, 6, 9, and 10 are dead to me! Going hyper-aggressive (but not the most aggressive strategy).  Best Case: I win! Worst Case: I am a troll!"
0,0,0,0,0,10,15,20,25,30,"Win four of the top five castles, and you win. This particular troop distribution fights harder for the bigger prizes; would win against four of the five top strategies devised last time; and should be able to compete against anyone putting significant effort in winning lower tier castles, as people have been doing."
2,3,4,6,10,13,14,19,15,14,Average of prior deployment data with small adjustments.
8,9,9,10,0,0,0,30,0,34,"Try to win 1,2,3,4,8,10 to get to 28"
0,2,3,1,12,12,12,12,12,34,"Top strategies in round 2 were all-in on 4 specific numbers, particularly 9+10 and a 9-sum pair (4/5, 3/6, 2/7, 1/8). Looking to break that by stealing 10 then getting 3 out of 5-9 range. Loses to top strategies of round 1 (more balanced emphasis on 5-9 range), hopefully the 'meta' doesn't drift back. "
1,6,2,1,14,15,17,21,0,21,"28 is the magic number. My positioning at the top is designed to get value from a variety of opponents. Main winning method: 8,7,6,5,2"
2,2,7,10,13,17,8,10,8,23,"Moneyball style. The goal is to buy points, and our goal is 28 points (more than half of 55). I divided 100 soldiers by 28 points and determined that the ""right"" value of a point is about 3.5 soldiers. I then determined the ""right"" value of each castle. I made a list of all the possible castle combinations to get to 28, and did some math to determine the inefficiencies between ""right"" values and ""actual"" values of the castles in prior exercises (for instance, Castle 10 was worth about 33 soldiers, but averaged 11.5 soldiers). Then I picked one combo that did not emphasize the most emphasized castles in the prior exercises (8,7,9). Then I averaged the ""right"" value for that combination against the average value placed on each castle in the previous two exercises, and went with that. I checked it against the averages and winners of the last one and felt comfortable to submit."
0,4,0,0,22,22,22,30,0,0,
0,1,3,20,3,0,21,24,0,28,"Looked at the past distributions and estimated what it would take to win castles 10, 8, 7, and 4. Saved some leftover men for other random castles. But figured castle 9 wasn't worth it. "
0,0,0,0,17,21,0,26,36,0,"I think a lot of people will be fighting for #10 and #1 because 10 is worth the most points and #1 is the tiebreaker if you went 10,9,8,1 or 7,6,5,4,3,2,1. I considered going for 10,9,8, 2 to avoid fighting over the #1 and because I could win even with a tie on #2, and then realized I could avoid #10 as well. In summary, I'm avoiding fighting over what I expect to be hotly contested #10 and #1 in favor of #6 and #5 while maintaining the concentration of my troops by only needing to capture 4 castles to win. As far as specific troop distribution goes, I made sure I had at least three times the castle number and dumped a bunch extra on #9, which I think will receive a heavy designation from anyone pursuing a variant of the 10,9,8,1 strategy. I did not assign any troop numbers that end in 0 or 5, they are too popular."
1,3,0,4,15,0,21,16,9,31,"I generated it randomly. I multiplied the value of each castle by a random real number selected from a Poisson distribution with rate=2, rounded down to the nearest integer, then gave any remaining soldiers to castle 10. I generated a few allotments this way, picked one that looked nice, and checked it against the top five from the past two iterations. I had a decent record against past winners so I went for it!"
1,0,4,0,3,20,27,6,34,5,"I picked something that would defeat the top 3 in both prior battles.  I added one army in #1 to catch those with zero in #1, for a 9+7+6+5+1=28 win.  I put five in #10 to catch those who put two to four in it.  I think my most-likely wins will be 9+8+7+6, 10+9+7+6, 10+9+7+3, 10+8+7+6, 9+7+6+5+3, 9+7+6+5+1, 8+7+6+5+3.  I will lose to anyone who is heavier in 10+8+5+4+2 or 10+8+5+4+1."
1,4,9,7,3,9,7,25,20,15,Heavy on 8s and 9s thinking others would overrate 10.
1,2,4,7,19,11,24,17,3,12,I chose it for the win!
1,2,6,1,1,18,3,2,33,33,To maximize winnings.
1,1,4,12,20,20,20,20,1,1,"I assumed most opponents would go for castle 9 or 10 so I tried to leverage 5-8, with a 12 also likely taking 4.  I added 1's to other castles just in case an opponent deployed a zero on X castle strategy also. "
2,0,6,0,2,0,23,36,0,31,I think people are going for 9. Trynna lock down 8 and 10 and hope 7&3 are strong enough.
2,2,2,2,2,11,21,31,11,16,"I think a major underlooked part of the strategy is that many people will default to round numbers. Going one over the natural human instinct for round numbers should have a high return all over the board. Additionally, the previous two winning strategies had low numbers on the high-value castles, presumably because competition is fierce up there. But eventually enough people will switch resources away from those castles to make them profitable conquests again. I'm hoping third time's the charm! "
0,3,6,8,9,11,12,14,17,20,"Using a base-10 logarithmic scale to determine base troop deployment for each castle (base troop deployment = log(castle#) * 10).  Deduct each base number of troops deployed at each castle from 10, and send those troops to each castle in reverse order.  E.g. spare troops from #1 go to #10, spares from #2 to #9, and so on until spares from #10 go to #1.  I end up not sending any to #1 because log(1) = 0 and log(10) = 1."
1,1,3,4,8,13,17,18,27,8,Felt good
1,2,2,18,2,18,22,33,1,1,"I expect that there will be even more of a focus on number 10 this time, so I'm going to ignore that one. My plan is to get to 28 without winning either 9 or 10."
0,0,8,12,13,13,13,13,14,14,
2,3,4,3,17,22,26,26,1,1,"sacrificed 9 and 10, we'll see how many optimize against the last round or play it again."
6,6,6,11,6,16,6,6,16,21,No round numbers.  Try to take castles that would be overlooked by others.
0,1,3,5,7,10,13,16,20,25,Based on a fibonacci series with rounding to the nearest integer.
1,1,2,4,10,17,27,32,3,3,
1,1,2,3,10,5,15,32,4,27,I think the key may be to pick up some free points from the lower castles.
0,0,0,0,0,0,25,25,25,25,"Instead of spreading out my troops, I wanted to backend my troops toward the castles with higher amount of individual points."
1,3,5,7,9,11,13,15,17,19,I just distributed troops proportionally to the value of the castle.  I very strongly doubt that this will be successful.
4,6,6,2,2,17,17,23,10,15,"I wanted to make sure I got 6/7/8 for 21 points, and if I can clean up a couple more to get the remaining 7 to win, I'll be happy. Last time, it looks like those 3 numbers were more uncontested."
5,6,7,8,9,11,12,13,14,15,"I attempted to give more weight to the more valuable castles, but not neglect the less valuable that could give me the upper-hand."
1,3,6,8,13,14,15,16,1,23,This feels like what Nate Silver's mom would do.
3,2,5,9,11,15,22,20,3,10,Trying to beat the last two averages from the riddles before
4,5,7,9,11,14,17,20,0,13,surrender castle 9 completely -- exceed the average of BOTH original and May average per castle strategies for every other battle.
0,0,0,0,21,21,0,29,29,0,"Let me try this again because I did my math wrong.  Sacrifices must be made! Castles 1, 2, 3, 4, 7 and 10 are dead to me."
0,0,0,0,0,20,23,26,30,1,"Grasp barely enough castles to win, plus one in 10 as a counter strategy against a mirror match."
0,0,0,5,7,8,13,15,20,32,"The smallest 3 castles combine for only 6 points, so they're not worth deploying to, especially since that increases the available troops you can commit to the more valuable targets."
0,0,0,8,11,14,17,20,17,13,beat the average for both original Feb. and May soldiers per castle for all of the most valuable castles - punt on the low point battles.
6,6,6,20,20,20,5,5,6,6,"A lengthy period of psychoanalysis — I pictured some folks committing a ton of troops to collecting 7 to 10, and others committing almost none elsewhere... 5 or 6 was chosen as a number that would defeat those folks that just said 1, 2, or 3."
1,1,10,12,9,18,2,2,20,25,
1,1,1,1,19,19,2,20,34,2,I do whatever your mom tells me to do.
3,3,6,13,6,18,9,11,14,17,"I generated some random troop deployments, had them all battle each other, and this was the best one."
1,1,1,1,5,17,17,17,20,20,
3,3,1,2,3,6,5,20,12,45,Made a non linear shot for two big numbers and hope to get a couple of lower castles.
1,1,1,9,16,21,22,23,5,1,"I am deploying to win points, not the most castles. If most are deploying troops to the larger point totals, they can win those in a blowout, while I put together a strong contingent of mid tier wins to get to 28 total points. However, I avoid conceding any castle outright."
0,3,5,6,15,5,6,10,24,26,Basically a half-baked revision of the winner of the last time (trying not to duplicate exactly or respond too directly)
1,2,2,5,7,20,20,20,20,3,
0,1,1,16,21,2,2,3,32,22,"I created a giant spreadsheet that I filled with placements from the previous rounds (with winners on the list twice because they rock). Then I built formulas to calculate my win percentage against them and played with my placements. After lots of testing, I chose a modified Vince Vatter (Round 2 champ who) that performed slightly worse that his Round 2 victory in my experiments. I did this because I figured people would note that leaving 0 or 1 soldier in a castle was a bad move and would start leaving 2 or 3. Basically, I did some math then took a guess as to how the masses would behave. My goal is over 80% victory!"
1,4,0,0,5,6,10,24,23,27,"I didn't put much into the lower troops, but went bigger into high troops. Tried to eek out a win at Castle 1, but other than that I went low."
1,1,1,1,2,5,11,24,26,28,"Take the highest values, easy points for people abandoning low values"
1,2,11,2,14,16,17,31,3,3,Go for the middle
2,2,2,2,2,15,18,21,34,2,"Assume no-one leaves any with 0, so 2 beats the 1s. Assume most people aim for 10. Load up on next highest in descending priority."
0,2,0,11,11,0,25,24,27,0,You only have to win by a little.
2,6,2,12,2,18,2,28,10,18,"A very non-sophisticated strategy based on simple logic and even numbers. With 55 points up for grabs, I need 28 to win. 10+8+6+4 is my ideal path to 28 in this strategy. So I put lots of troops into those castles. I picked the exact numbers based on multiplying the averages from previous versions of this by ~1.5. I spent what was left by dropping a couple “just in case” 2s in castles 1, 3, 5 and 7, then the remaining 10 in castle 9."
0,0,0,15,15,20,25,25,0,0,Focus more troops on enough points to get more than half of points.
2,2,4,14,1,0,16,16,0,35,
0,4,4,4,8,0,24,26,28,0,"I feel like putting a lot at 10 is risky, because a lot of people will put a lot at 10 and a loss is devastating.  I loaded up on castles 7, 8, 9, gave up on castle 6 and 1, and dispersed the rest."
0,3,3,5,10,21,21,21,10,6,"Castle 1 is basically worthless, and as for the rest I just have to beat the most people, not the best people. So I'm assuming most people who do this didn't read and react the previous results and will therefore lose to a similar strategy as before just with minor tweaks."
3,3,3,3,3,17,17,17,17,17,
3,3,3,4,4,5,5,5,34,34,Slanging it
0,0,0,0,1,0,0,33,33,33,"Try to ensure victory at the top 3 values, which are greater than the sum of the rest"
0,6,8,10,11,12,13,14,15,0,I looked at how much more valuable on average each castle is to the others below it and sent troops based on this calculation normalized and rounded for
1,1,1,1,0,0,24,24,24,24,
3,3,9,2,3,14,21,5,17,23,"There are 7 strategies I'm trying to beat, 4 historical and 3 forecasts. The 4 historical strategies are the February Average, the May rematch Average, and the two champions Vince Vatter and Cyrus Hettle. The 3 forecasts are what I call the ""Forecast Average,"" and Copycat 1 and Copycat 2. The Forecast Average is what I expect the average castle distribution to be based on the last two battles: 3,4,8,9,11,11,14,15,12,13. The Copycats are players who are trying to synthesize the strategies of the last two winners. Copycat 1 focuses troops on castles 5, 8 and 9 (distribution: 1,3,5,8,12,2,3,31,33,2). Copycat 2 focuses troops on castles 4, 6, 7, and 10 (distribution: 2,2,6,12,2,17,22,2,3,32).

My distribution scores very well against the 3 historical averages, which I hope will represent the majority of players and get my win rate above 50%. And hopefully it narrowly defeats most of the elite players who are trying to copy previous champions, putting me in the upper echelon."
0,4,8,10,15,5,30,23,5,0,Putting more troops into the medium level castles
3,6,0,14,0,22,25,30,0,0,"I figured you need 28 points to win and winning 1-7 will get you there exactly. That means you can reallocate all your points from 8-10 to 1-7 and stand a good chance of winning. Other people might do that too though, so I did some other stuff on a whim to mix it up."
0,0,8,4,4,21,16,22,4,21,Rd2 winners saw 2 trends v. 1: Entrants mimicked 1 and therefore 2 winners were differented from 1 winners in placement and throw-away towers were defended with 3-4 v. 1-2 solders to win. I picked a strategy that is different from 1-2 and increases throw-away defense slightly.
2,5,8,5,6,16,15,18,8,17,Rd2 winners saw 2 trends v. 1: Entrants mimicked 1 and therefore 2 winners were differented from 1 winners in placement and throw-away towers were defended with 3-4 v. 1-2 solders to win. I picked a strategy that is different from 1-2 and increases throw-away defense slightly.
1,1,1,13,16,19,22,25,1,1,4-5-6-7-8 is enough to win.
4,4,4,14,14,14,4,4,34,4,
2,1,10,12,14,3,13,4,37,4,"Defensive strategy, hope opponent went all in on 9. "
9,9,9,9,9,9,9,9,9,19,
0,0,1,10,11,12,1,1,32,32,"Fight for the top two, plus the center"
2,2,2,16,2,2,18,23,30,3,"Trying to win the game 28-27 every time. compete for 9+8+7+4, if we both compete for the same one have just enough to maybe split a weird one (10,6,5)"
4,6,11,4,14,6,21,4,24,6,"Decided to fight heavily for all of the odd numbered castles - competition for 10 is likely to be high based on the last two rounds having 10 be somewhat low! I might pick up some easy points on the even numbers. Rather than trying to come up with a nice pattern, do the unexpected and be odd!"
2,2,2,2,2,12,2,42,12,22,
2,2,2,5,20,26,3,3,31,5,"Figured after the last one more people would go for Castle 10, so decided to pillage Castle 9. Plus 5 and 6 offer good strongholds without losing too many numbers (hopefully). "
1,2,3,4,5,11,16,21,26,11,"Always have at least 1 soldier to pick up free wins. Try to be one above round numbers on the more valuable castles. Assume 10 will be the most contested, so cap out on number 9. Beats a strategy of putting 20 each in the last 5, as well as 25 each in the last 4, or 10 in each."
1,1,1,1,1,15,20,20,20,20,
1,1,12,6,6,23,2,2,25,22,Prior data wanted to win high value targets while getting to 28 in most efficient way possible while still covering possible deficiencies or ignored castles.
